14:27:54:005 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:063 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:068 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:069 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:070 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:071 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:072 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:075 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:076 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:077 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
14:27:54:078 -> A3=16.15, PA2=0.04, PA1=0.08, PA0=0.04
