13:39:22:089 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:124 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:125 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:126 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:127 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:128 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:129 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:129 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:129 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:129 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:129 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:130 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:131 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:132 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:133 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:134 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:135 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:135 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:135 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:136 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:137 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
13:39:22:137 -> , PA4=0.00, PA3=0.00, PA2=0.00, PA1=0.00, PA0=0.00
