12:44:34:654 -> 0.00, PA4=0.00, PA3=10.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:42:804 -> 223065,500,S0=78.77 mA, S1=124.62 mA, S2=110.10 mA, S3=86.32 mA, S4=66.02 mA
12:45:42:812 -> FSR Live: PB0=0.00, PA7=0.00, PA6=19.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:43:005 -> 223265,500,S0=50.33 mA, S1=182.10 mA, S2=110.18 mA, S3=85.97 mA, S4=66.25 mA
12:45:43:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=19.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:43:205 -> 223465,500,S0=75.30 mA, S1=123.35 mA, S2=109.40 mA, S3=85.97 mA, S4=63.88 mA
12:45:43:212 -> FSR Live: PB0=0.00, PA7=0.00, PA6=20.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:43:405 -> 223665,500,S0=76.93 mA, S1=180.50 mA, S2=110.18 mA, S3=80.82 mA, S4=65.80 mA
12:45:43:412 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:43:604 -> 223865,500,S0=110.27 mA, S1=124.57 mA, S2=109.32 mA, S3=83.72 mA, S4=65.57 mA
12:45:43:612 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=1.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:43:805 -> 224065,500,S0=76.80 mA, S1=124.60 mA, S2=109.15 mA, S3=85.02 mA, S4=64.52 mA
12:45:43:812 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:44:004 -> 224265,500,S0=78.12 mA, S1=122.65 mA, S2=110.25 mA, S3=84.72 mA, S4=63.93 mA
12:45:44:012 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:44:205 -> 224465,500,S0=79.55 mA, S1=175.27 mA, S2=109.22 mA, S3=85.90 mA, S4=62.20 mA
12:45:44:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:44:404 -> 224665,500,S0=77.12 mA, S1=125.18 mA, S2=109.30 mA, S3=84.22 mA, S4=66.37 mA
12:45:44:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:44:604 -> 224865,500,S0=77.10 mA, S1=124.68 mA, S2=109.40 mA, S3=85.52 mA, S4=66.20 mA
12:45:44:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:44:804 -> 225065,500,S0=118.45 mA, S1=123.87 mA, S2=109.35 mA, S3=84.65 mA, S4=66.12 mA
12:45:44:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:45:004 -> 225265,500,S0=49.08 mA, S1=120.45 mA, S2=110.62 mA, S3=86.77 mA, S4=64.32 mA
12:45:45:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:45:204 -> 225465,500,S0=75.90 mA, S1=50.20 mA, S2=109.10 mA, S3=87.95 mA, S4=64.95 mA
12:45:45:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=20.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:45:404 -> 225665,500,S0=77.55 mA, S1=125.32 mA, S2=109.62 mA, S3=85.72 mA, S4=62.22 mA
12:45:45:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=20.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:45:604 -> 225865,500,S0=77.07 mA, S1=182.80 mA, S2=109.45 mA, S3=86.43 mA, S4=45.55 mA
12:45:45:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=20.00, PA5=1.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:45:804 -> 226065,500,S0=74.37 mA, S1=124.00 mA, S2=110.32 mA, S3=87.32 mA, S4=63.97 mA
12:45:45:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=21.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:46:004 -> 226265,500,S0=51.95 mA, S1=122.40 mA, S2=109.68 mA, S3=85.60 mA, S4=65.93 mA
12:45:46:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=23.00, PA5=0.00, PA4=1.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:46:205 -> 226465,500,S0=84.05 mA, S1=120.30 mA, S2=110.45 mA, S3=86.10 mA, S4=62.40 mA
12:45:46:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:46:404 -> 226665,500,S0=56.20 mA, S1=177.52 mA, S2=109.43 mA, S3=86.68 mA, S4=63.47 mA
12:45:46:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:46:604 -> 226865,500,S0=77.68 mA, S1=119.75 mA, S2=109.50 mA, S3=86.87 mA, S4=63.25 mA
12:45:46:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:46:804 -> 227065,500,S0=78.80 mA, S1=123.97 mA, S2=109.57 mA, S3=84.70 mA, S4=64.62 mA
12:45:46:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:47:004 -> 227265,500,S0=118.47 mA, S1=120.55 mA, S2=110.30 mA, S3=85.12 mA, S4=66.40 mA
12:45:47:011 -> FSR Live: PB0=1.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:47:204 -> 227465,500,S0=54.72 mA, S1=76.35 mA, S2=111.00 mA, S3=86.50 mA, S4=64.80 mA
12:45:47:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=24.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:47:404 -> 227665,500,S0=109.80 mA, S1=116.55 mA, S2=109.43 mA, S3=85.40 mA, S4=63.00 mA
12:45:47:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=24.00, PA5=1.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:47:604 -> 227865,500,S0=52.03 mA, S1=124.02 mA, S2=110.55 mA, S3=85.45 mA, S4=64.05 mA
12:45:47:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=18.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:47:804 -> 228065,500,S0=90.02 mA, S1=113.07 mA, S2=109.40 mA, S3=84.75 mA, S4=65.85 mA
12:45:47:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=18.00, PA5=0.00, PA4=0.00, PA3=7.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:48:004 -> 228265,500,S0=76.62 mA, S1=120.18 mA, S2=109.37 mA, S3=85.45 mA, S4=64.32 mA
12:45:48:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=16.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:48:204 -> 228465,500,S0=118.00 mA, S1=150.77 mA, S2=109.45 mA, S3=85.32 mA, S4=66.35 mA
12:45:48:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=18.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:48:404 -> 228665,500,S0=50.70 mA, S1=120.27 mA, S2=110.60 mA, S3=86.82 mA, S4=70.95 mA
12:45:48:411 -> FSR Live: PB0=1.00, PA7=0.00, PA6=17.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:48:604 -> 228865,500,S0=77.37 mA, S1=121.65 mA, S2=109.95 mA, S3=86.20 mA, S4=106.93 mA
12:45:48:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=17.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:48:804 -> 229065,500,S0=79.37 mA, S1=60.80 mA, S2=110.43 mA, S3=85.75 mA, S4=44.97 mA
12:45:48:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=17.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:49:004 -> 229265,500,S0=77.52 mA, S1=121.07 mA, S2=110.82 mA, S3=85.55 mA, S4=64.32 mA
12:45:49:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=18.00, PA5=1.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:49:204 -> 229465,500,S0=75.57 mA, S1=121.47 mA, S2=109.50 mA, S3=81.75 mA, S4=36.45 mA
12:45:49:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=16.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:49:404 -> 229665,500,S0=78.97 mA, S1=123.47 mA, S2=109.62 mA, S3=86.47 mA, S4=62.38 mA
12:45:49:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=17.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:49:604 -> 229865,500,S0=117.65 mA, S1=121.02 mA, S2=110.77 mA, S3=86.50 mA, S4=59.93 mA
12:45:49:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=17.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=1.00, PA1=0.00, PA0=1.00
12:45:49:804 -> 230065,500,S0=115.12 mA, S1=180.48 mA, S2=109.27 mA, S3=85.52 mA, S4=64.27 mA
12:45:49:814 -> FSR Live: PB0=0.00, PA7=0.00, PA6=16.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:50:004 -> 230265,500,S0=76.93 mA, S1=174.63 mA, S2=109.57 mA, S3=99.65 mA, S4=60.63 mA
12:45:50:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=16.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:50:204 -> 230465,500,S0=76.40 mA, S1=120.90 mA, S2=110.77 mA, S3=85.97 mA, S4=68.25 mA
12:45:50:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=15.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:50:404 -> 230665,500,S0=80.20 mA, S1=175.85 mA, S2=109.45 mA, S3=84.02 mA, S4=65.80 mA
12:45:50:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:50:604 -> 230865,500,S0=75.80 mA, S1=122.40 mA, S2=110.90 mA, S3=85.85 mA, S4=65.97 mA
12:45:50:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:50:804 -> 231065,500,S0=108.93 mA, S1=174.25 mA, S2=109.18 mA, S3=87.95 mA, S4=67.70 mA
12:45:50:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:51:004 -> 231265,500,S0=98.32 mA, S1=121.93 mA, S2=110.57 mA, S3=85.43 mA, S4=67.90 mA
12:45:51:011 -> FSR Live: PB0=0.00, PA7=0.00, PA6=11.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:51:204 -> 231465,500,S0=76.30 mA, S1=124.50 mA, S2=110.65 mA, S3=87.68 mA, S4=61.33 mA
12:45:51:211 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:51:404 -> 231665,500,S0=75.27 mA, S1=121.47 mA, S2=110.20 mA, S3=88.70 mA, S4=64.40 mA
12:45:51:411 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=1.00, PA1=0.00, PA0=0.00
12:45:51:604 -> 231865,500,S0=74.65 mA, S1=121.25 mA, S2=110.70 mA, S3=87.52 mA, S4=64.25 mA
12:45:51:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:51:803 -> 232065,500,S0=76.57 mA, S1=119.90 mA, S2=109.75 mA, S3=87.52 mA, S4=63.83 mA
12:45:51:811 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:52:003 -> 232265,500,S0=91.37 mA, S1=122.82 mA, S2=110.70 mA, S3=87.18 mA, S4=61.70 mA
12:45:52:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=11.00, PA5=0.00, PA4=1.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:52:204 -> 232465,500,S0=50.70 mA, S1=76.00 mA, S2=111.27 mA, S3=87.62 mA, S4=61.93 mA
12:45:52:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:52:403 -> 232665,500,S0=119.10 mA, S1=166.00 mA, S2=109.55 mA, S3=87.25 mA, S4=101.47 mA
12:45:52:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=9.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:52:603 -> 232865,500,S0=108.12 mA, S1=50.35 mA, S2=111.00 mA, S3=85.62 mA, S4=63.28 mA
12:45:52:611 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:52:804 -> 233065,500,S0=74.15 mA, S1=152.50 mA, S2=109.55 mA, S3=87.87 mA, S4=62.28 mA
12:45:52:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=8.00, PA5=0.00, PA4=1.00, PA3=8.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:53:003 -> 233265,500,S0=75.87 mA, S1=121.93 mA, S2=110.10 mA, S3=88.52 mA, S4=60.08 mA
12:45:53:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=8.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:53:204 -> 233465,500,S0=74.12 mA, S1=119.50 mA, S2=109.68 mA, S3=88.60 mA, S4=61.75 mA
12:45:53:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=9.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:53:403 -> 233665,500,S0=73.47 mA, S1=122.72 mA, S2=109.57 mA, S3=119.02 mA, S4=64.22 mA
12:45:53:410 -> FSR Live: PB0=0.00, PA7=1.00, PA6=9.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:53:603 -> 233865,500,S0=115.30 mA, S1=73.72 mA, S2=110.77 mA, S3=88.12 mA, S4=60.18 mA
12:45:53:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=8.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:53:803 -> 234065,500,S0=52.65 mA, S1=171.80 mA, S2=110.65 mA, S3=88.68 mA, S4=93.50 mA
12:45:53:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=9.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:54:003 -> 234265,500,S0=111.70 mA, S1=116.57 mA, S2=110.90 mA, S3=84.40 mA, S4=90.25 mA
12:45:54:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=8.00, PA5=0.00, PA4=0.00, PA3=7.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:54:203 -> 234465,500,S0=112.80 mA, S1=119.30 mA, S2=110.62 mA, S3=85.75 mA, S4=62.83 mA
12:45:54:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:54:403 -> 234665,500,S0=76.50 mA, S1=123.90 mA, S2=110.75 mA, S3=57.63 mA, S4=63.15 mA
12:45:54:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:54:603 -> 234865,500,S0=89.90 mA, S1=116.72 mA, S2=111.02 mA, S3=87.35 mA, S4=92.93 mA
12:45:54:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=11.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:54:803 -> 235065,500,S0=77.87 mA, S1=119.50 mA, S2=110.22 mA, S3=86.35 mA, S4=60.15 mA
12:45:54:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=9.00, PA5=0.00, PA4=1.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:55:003 -> 235265,500,S0=115.62 mA, S1=118.25 mA, S2=109.82 mA, S3=87.72 mA, S4=62.38 mA
12:45:55:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=11.00, PA5=1.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:55:203 -> 235465,500,S0=117.62 mA, S1=121.97 mA, S2=109.50 mA, S3=83.47 mA, S4=62.43 mA
12:45:55:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:55:403 -> 235665,500,S0=110.20 mA, S1=123.18 mA, S2=110.40 mA, S3=86.72 mA, S4=60.58 mA
12:45:55:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:55:603 -> 235865,500,S0=71.40 mA, S1=120.80 mA, S2=110.60 mA, S3=126.30 mA, S4=64.27 mA
12:45:55:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:55:803 -> 236065,500,S0=56.30 mA, S1=122.72 mA, S2=109.68 mA, S3=87.37 mA, S4=59.15 mA
12:45:55:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=8.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:56:003 -> 236265,500,S0=77.97 mA, S1=92.60 mA, S2=110.93 mA, S3=87.45 mA, S4=73.02 mA
12:45:56:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=10.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:56:203 -> 236465,500,S0=72.15 mA, S1=122.77 mA, S2=110.72 mA, S3=87.37 mA, S4=66.35 mA
12:45:56:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=11.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:56:403 -> 236665,500,S0=71.45 mA, S1=150.65 mA, S2=110.50 mA, S3=89.52 mA, S4=58.55 mA
12:45:56:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:56:603 -> 236865,500,S0=74.80 mA, S1=58.68 mA, S2=110.02 mA, S3=132.13 mA, S4=59.75 mA
12:45:56:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:56:803 -> 237065,500,S0=42.90 mA, S1=122.70 mA, S2=110.72 mA, S3=89.10 mA, S4=97.07 mA
12:45:56:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:57:003 -> 237265,500,S0=73.95 mA, S1=121.32 mA, S2=110.68 mA, S3=88.30 mA, S4=91.45 mA
12:45:57:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=1.00, PA0=0.00
12:45:57:203 -> 237465,500,S0=49.93 mA, S1=124.32 mA, S2=109.60 mA, S3=89.22 mA, S4=59.97 mA
12:45:57:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=12.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:57:403 -> 237665,500,S0=76.00 mA, S1=174.90 mA, S2=110.57 mA, S3=73.43 mA, S4=62.38 mA
12:45:57:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:57:603 -> 237865,500,S0=76.87 mA, S1=120.80 mA, S2=110.77 mA, S3=87.22 mA, S4=64.97 mA
12:45:57:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:57:803 -> 238065,500,S0=85.05 mA, S1=120.45 mA, S2=110.43 mA, S3=89.43 mA, S4=64.27 mA
12:45:57:815 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=1.00, PA1=0.00, PA0=0.00
12:45:58:003 -> 238265,500,S0=51.10 mA, S1=116.57 mA, S2=110.90 mA, S3=86.75 mA, S4=67.93 mA
12:45:58:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:58:203 -> 238465,500,S0=49.22 mA, S1=116.43 mA, S2=109.87 mA, S3=89.35 mA, S4=64.80 mA
12:45:58:210 -> FSR Live: PB0=0.00, PA7=0.00, PA6=15.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=1.00
12:45:58:403 -> 238665,500,S0=72.97 mA, S1=118.77 mA, S2=109.50 mA, S3=90.77 mA, S4=44.40 mA
12:45:58:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=15.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:58:603 -> 238865,500,S0=114.02 mA, S1=116.87 mA, S2=110.80 mA, S3=87.77 mA, S4=61.68 mA
12:45:58:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:58:803 -> 239065,500,S0=67.12 mA, S1=117.93 mA, S2=110.65 mA, S3=89.75 mA, S4=66.47 mA
12:45:58:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:59:003 -> 239265,500,S0=57.85 mA, S1=179.23 mA, S2=109.35 mA, S3=87.70 mA, S4=61.43 mA
12:45:59:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:59:203 -> 239465,500,S0=49.60 mA, S1=124.57 mA, S2=110.77 mA, S3=90.43 mA, S4=51.43 mA
12:45:59:209 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:59:403 -> 239665,500,S0=51.05 mA, S1=169.27 mA, S2=110.18 mA, S3=56.63 mA, S4=61.97 mA
12:45:59:410 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:59:603 -> 239865,500,S0=50.08 mA, S1=123.57 mA, S2=110.70 mA, S3=88.50 mA, S4=46.72 mA
12:45:59:610 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:45:59:803 -> 240065,500,S0=53.60 mA, S1=123.43 mA, S2=110.50 mA, S3=89.18 mA, S4=95.62 mA
12:45:59:810 -> FSR Live: PB0=0.00, PA7=0.00, PA6=13.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:46:00:002 -> 240265,500,S0=67.07 mA, S1=172.23 mA, S2=109.45 mA, S3=86.93 mA, S4=96.95 mA
12:46:00:010 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:46:00:203 -> 240465,500,S0=55.95 mA, S1=180.50 mA, S2=109.72 mA, S3=89.05 mA, S4=58.35 mA
12:46:00:209 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=8.00, PA2=0.00, PA1=0.00, PA0=0.00
12:46:00:403 -> 240665,500,S0=74.35 mA, S1=118.85 mA, S2=110.75 mA, S3=87.95 mA, S4=62.05 mA
12:46:00:409 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:46:00:603 -> 240865,500,S0=114.43 mA, S1=119.60 mA, S2=109.57 mA, S3=89.27 mA, S4=97.50 mA
12:46:00:609 -> FSR Live: PB0=0.00, PA7=0.00, PA6=14.00, PA5=0.00, PA4=0.00, PA3=9.00, PA2=0.00, PA1=0.00, PA0=0.00
12:46:00:803 -> 241065,500,S0=114.72 mA, S1=119.75 mA, S2=109.62 mA, S3=87.62 mA, S4=61.90 mA
