10:54:13:865 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:916 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:917 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:918 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:920 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:921 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:922 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:923 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:924 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:925 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:927 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:928 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:929 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
10:54:13:930 -> 4=0.00, PA3=6.00, PA2=0.00, PA1=0.00, PA0=0.00
